"Scope","Title","InternalName","TypeAsString"
"/sites/FinanceDepartment/CCReceipts915","Approver Comments","_ModerationComments","Note"
"/sites/FinanceDepartment/CCReceipts915","Name","FileLeafRef","File"
"/sites/FinanceDepartment/CCReceipts915","Document Modified By","Modified_x0020_By","Text"
"/sites/FinanceDepartment/CCReceipts915","Document Created By","Created_x0020_By","Text"
"/sites/FinanceDepartment/CCReceipts915","File Type","File_x0020_Type","Text"
"/sites/FinanceDepartment/CCReceipts915","HTML File Type","HTML_x0020_File_x0020_Type","Text"
"/sites/FinanceDepartment/CCReceipts915","Source URL","_SourceUrl","Text"
"/sites/FinanceDepartment/CCReceipts915","Shared File Index","_SharedFileIndex","Text"
"/sites/FinanceDepartment/CCReceipts915","Compliance Asset Id","ComplianceAssetId","Text"
"/sites/FinanceDepartment/CCReceipts915","Title","Title","Text"
"/sites/FinanceDepartment/CCReceipts915","Template Link","TemplateUrl","Text"
"/sites/FinanceDepartment/CCReceipts915","HTML File Link","xd_ProgID","Text"
"/sites/FinanceDepartment/CCReceipts915","Is Signed","xd_Signature","Boolean"
"/sites/FinanceDepartment/CCReceipts915","Shortcut URL","_ShortcutUrl","URL"
"/sites/FinanceDepartment/CCReceipts915","Shortcut Site Id","_ShortcutSiteId","Guid"
"/sites/FinanceDepartment/CCReceipts915","Shortcut Web Id","_ShortcutWebId","Guid"
"/sites/FinanceDepartment/CCReceipts915","Shortcut Unique Id","_ShortcutUniqueId","Guid"
"/sites/FinanceDepartment/CCReceipts915","Trigger Flow Info","TriggerFlowInfo","Text"
"/sites/FinanceDepartment/CCReceipts915","Document ID Value","_dlc_DocId","Text"
"/sites/FinanceDepartment/CCReceipts915","Document ID","_dlc_DocIdUrl","URL"
"/sites/FinanceDepartment/CCReceipts915","Persist ID","_dlc_DocIdPersistId","Boolean"
"/sites/FinanceDepartment/CCReceipts915","ChargeDate","ChargeDate","DateTime"
"/sites/FinanceDepartment/CCReceipts915","ChargeVendor","ChargeVendor","Text"
"/sites/FinanceDepartment/CCReceipts915","Status","Status","Choice"
"/sites/FinanceDepartment/CCReceipts915","TravelRelated","TravelRelated","Choice"
"/sites/FinanceDepartment/CCReceipts915","ReturnReason","ReturnReason","Text"
"/sites/FinanceDepartment/CCReceipts915","Description","Description0","Text"
"/sites/FinanceDepartment/CCReceipts915","Traveling Employee","TravelingEmployee","User"
"/sites/FinanceDepartment/CCReceipts915","Coding Exception","CodingException","Text"
"/sites/FinanceDepartment/CCReceipts915","PO Number","PONumber","Text"
"/sites/FinanceDepartment/CCReceipts915","Month","Month","Calculated"
"/sites/FinanceDepartment/CCReceipts915","Year","Year","Calculated"
"/sites/FinanceDepartment/CCReceipts915","Start Month","StartMonth","Calculated"
"/sites/FinanceDepartment/CCReceipts915","End Month","EndMonth","Calculated"
"/sites/FinanceDepartment/CCReceipts915","Persist ID","Persist_x0020_ID","Boolean"
"/sites/FinanceDepartment/CCReceipts915","DescriptionBlank","Description","Note"
"/sites/FinanceDepartment/CCReceipts915","Form Data","FormData","Note"
"/sites/FinanceDepartment/CCReceipts915","Created","Created","DateTime"
"/sites/FinanceDepartment/CCReceipts915","Modified","Modified","DateTime"
"/sites/FinanceDepartment/CCReceipts915","Budget Code","BudgetCode","Lookup"
"/sites/FinanceDepartment/CCReceipts915","MediaServiceMetadata","MediaServiceMetadata","Note"
"/sites/FinanceDepartment/CCReceipts915","MediaServiceFastMetadata","MediaServiceFastMetadata","Note"
"/sites/FinanceDepartment/CCReceipts915","CCSPortalFormKey","CCSPortalFormKey","Text"
"/sites/FinanceDepartment/CCReceipts915","CCSUniqueGuid","CCSUniqueGuid","Text"
"/sites/FinanceDepartment/CCReceipts915","CCSFormData","CCSFormData","Note"
"/sites/FinanceDepartment/CCReceipts915","BucketFolder","BucketFolder","Text"
"/sites/FinanceDepartment/CCReceipts915","CCSOriginalCreatedDate","CCSOriginalCreatedDate","DateTime"
"/sites/FinanceDepartment/CCReceipts915","ccsOriginalItemID","ccsOriginalItemID","Text"
"/sites/FinanceDepartment/CCReceipts915","Charge Amount","ChargeAmount","Currency"
"/sites/FinanceDepartment/CCReceipts915","Check Run Date","CheckRunDate","DateTime"
"/sites/FinanceDepartment/CCReceipts915","Outcome","Outcome","Choice"
"/sites/FinanceDepartment/CCReceipts915","AssocTrip","AssocTrip","Lookup"
"/sites/FinanceDepartment/CCReceipts915","CCNumLookup","CCNumLookup","Lookup"
"/sites/FinanceDepartment/CCReceipts915","CCNumber","CCNumber","Text"
"/sites/FinanceDepartment/CCReceipts915","ID","ID","Counter"
"/sites/FinanceDepartment/CCReceipts915","Content Type","ContentType","Computed"
"/sites/FinanceDepartment/CCReceipts915","Created By","Author","User"
"/sites/FinanceDepartment/CCReceipts915","Modified By","Editor","User"
"/sites/FinanceDepartment/CCReceipts915","Has Copy Destinations","_HasCopyDestinations","Boolean"
"/sites/FinanceDepartment/CCReceipts915","Copy Source","_CopySource","Text"
"/sites/FinanceDepartment/CCReceipts915","Approval Status","_ModerationStatus","ModStat"
"/sites/FinanceDepartment/CCReceipts915","URL Path","FileRef","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Path","FileDirRef","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Modified","Last_x0020_Modified","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Created","Created_x0020_Date","Lookup"
"/sites/FinanceDepartment/CCReceipts915","File Size","File_x0020_Size","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Item Type","FSObjType","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Sort Type","SortBehavior","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Effective Permissions Mask","PermMask","Computed"
"/sites/FinanceDepartment/CCReceipts915","Principal Count","PrincipalCount","Computed"
"/sites/FinanceDepartment/CCReceipts915","ID of the User who has the item Checked Out","CheckedOutUserId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Is Checked out to local","IsCheckedoutToLocal","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Checked Out To","CheckoutUser","User"
"/sites/FinanceDepartment/CCReceipts915","Unique Id","UniqueId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Document Parent Identifier","ParentUniqueId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Client Id","SyncClientId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","ProgId","ProgId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","ScopeId","ScopeId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Virus Status","VirusStatus","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Checked Out To","CheckedOutTitle","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Check In Comment","_CheckinComment","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Checked Out To","LinkCheckedOutTitle","Computed"
"/sites/FinanceDepartment/CCReceipts915","Edit Menu Table Start","_EditMenuTableStart","Computed"
"/sites/FinanceDepartment/CCReceipts915","Edit Menu Table Start","_EditMenuTableStart2","Computed"
"/sites/FinanceDepartment/CCReceipts915","Edit Menu Table End","_EditMenuTableEnd","Computed"
"/sites/FinanceDepartment/CCReceipts915","Name","LinkFilenameNoMenu","Computed"
"/sites/FinanceDepartment/CCReceipts915","Name","LinkFilename","Computed"
"/sites/FinanceDepartment/CCReceipts915","Name","LinkFilename2","Computed"
"/sites/FinanceDepartment/CCReceipts915","Type","DocIcon","Computed"
"/sites/FinanceDepartment/CCReceipts915","Server Relative URL","ServerUrl","Computed"
"/sites/FinanceDepartment/CCReceipts915","Encoded Absolute URL","EncodedAbsUrl","Computed"
"/sites/FinanceDepartment/CCReceipts915","Name","BaseName","Computed"
"/sites/FinanceDepartment/CCReceipts915","File Size","FileSizeDisplay","Computed"
"/sites/FinanceDepartment/CCReceipts915","Property Bag","MetaInfo","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Level","_Level","Integer"
"/sites/FinanceDepartment/CCReceipts915","Is Current Version","_IsCurrentVersion","Boolean"
"/sites/FinanceDepartment/CCReceipts915","Item Child Count","ItemChildCount","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Folder Child Count","FolderChildCount","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Restricted","Restricted","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Originator Id","OriginatorId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","NoExecute","NoExecute","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Content Version","ContentVersion","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Label setting","_ComplianceFlags","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Retention label","_ComplianceTag","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Retention label Applied","_ComplianceTagWrittenTime","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Label applied by","_ComplianceTagUserId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Item is a Record","_IsRecord","Computed"
"/sites/FinanceDepartment/CCReceipts915","BLOB Sequence Number","BSN","Lookup"
"/sites/FinanceDepartment/CCReceipts915","List Schema Version","_ListSchemaVersion","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Dirty","_Dirty","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Parsable","_Parsable","Lookup"
"/sites/FinanceDepartment/CCReceipts915","StubFile","_StubFile","Lookup"
"/sites/FinanceDepartment/CCReceipts915","HasEncryptedContent","_HasEncryptedContent","Lookup"
"/sites/FinanceDepartment/CCReceipts915","HasUserDefinedProtection","_HasUserDefinedProtection","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Access Policy","AccessPolicy","Lookup"
"/sites/FinanceDepartment/CCReceipts915","VirusStatus","_VirusStatus","Lookup"
"/sites/FinanceDepartment/CCReceipts915","VirusVendorID","_VirusVendorID","Lookup"
"/sites/FinanceDepartment/CCReceipts915","VirusInfo","_VirusInfo","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Comment settings","_CommentFlags","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Comment count","_CommentCount","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Like count","_LikeCount","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Rights Management Template Id","_RmsTemplateId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Sensitivity Label Id","_IpLabelId","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Sensitivity","_DisplayName","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Sensitivity Label Assignment Method","_IpLabelAssignmentMethod","Lookup"
"/sites/FinanceDepartment/CCReceipts915","A2OD Mount Count","A2ODMountCount","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Expiration Date","_ExpirationDate","Lookup"
"/sites/FinanceDepartment/CCReceipts915","IpLabelHash","_IpLabelHash","Lookup"
"/sites/FinanceDepartment/CCReceipts915","IpLabelPromotionCtagVersion","_IpLabelPromotionCtagVersion","Lookup"
"/sites/FinanceDepartment/CCReceipts915","App Created By","AppAuthor","Lookup"
"/sites/FinanceDepartment/CCReceipts915","App Modified By","AppEditor","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Total Size","SMTotalSize","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Last Modified Date","SMLastModifiedDate","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Total File Stream Size","SMTotalFileStreamSize","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Total File Count","SMTotalFileCount","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Select","SelectTitle","Computed"
"/sites/FinanceDepartment/CCReceipts915","Select","SelectFilename","Computed"
"/sites/FinanceDepartment/CCReceipts915","Edit","Edit","Computed"
"/sites/FinanceDepartment/CCReceipts915","owshiddenversion","owshiddenversion","Integer"
"/sites/FinanceDepartment/CCReceipts915","UI Version","_UIVersion","Integer"
"/sites/FinanceDepartment/CCReceipts915","Version","_UIVersionString","Text"
"/sites/FinanceDepartment/CCReceipts915","Instance ID","InstanceID","Integer"
"/sites/FinanceDepartment/CCReceipts915","Order","Order","Number"
"/sites/FinanceDepartment/CCReceipts915","GUID","GUID","Guid"
"/sites/FinanceDepartment/CCReceipts915","Workflow Version","WorkflowVersion","Integer"
"/sites/FinanceDepartment/CCReceipts915","Workflow Instance ID","WorkflowInstanceID","Guid"
"/sites/FinanceDepartment/CCReceipts915","Source Version (Converted Document)","ParentVersionString","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Source Name (Converted Document)","ParentLeafName","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Document Concurrency Number","DocConcurrencyNumber","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Document Stream Hash","StreamHash","Lookup"
"/sites/FinanceDepartment/CCReceipts915","Merge","Combine","Computed"
"/sites/FinanceDepartment/CCReceipts915","Relink","RepairDocument","Computed"
"/sites/FinanceDepartment/CCReceipts915","Actions Disabled by Policy","PolicyDisabledUICapabilities","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Content Type ID","ContentTypeId","ContentTypeId"
"/sites/FinanceDepartment/CCReceiptsInet","Approver Comments","_ModerationComments","Note"
"/sites/FinanceDepartment/CCReceiptsInet","Name","FileLeafRef","File"
"/sites/FinanceDepartment/CCReceiptsInet","Document Modified By","Modified_x0020_By","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Document Created By","Created_x0020_By","Text"
"/sites/FinanceDepartment/CCReceiptsInet","File Type","File_x0020_Type","Text"
"/sites/FinanceDepartment/CCReceiptsInet","HTML File Type","HTML_x0020_File_x0020_Type","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Source URL","_SourceUrl","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Shared File Index","_SharedFileIndex","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Compliance Asset Id","ComplianceAssetId","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Title","Title","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Template Link","TemplateUrl","Text"
"/sites/FinanceDepartment/CCReceiptsInet","HTML File Link","xd_ProgID","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Is Signed","xd_Signature","Boolean"
"/sites/FinanceDepartment/CCReceiptsInet","Shortcut URL","_ShortcutUrl","URL"
"/sites/FinanceDepartment/CCReceiptsInet","Shortcut Site Id","_ShortcutSiteId","Guid"
"/sites/FinanceDepartment/CCReceiptsInet","Shortcut Web Id","_ShortcutWebId","Guid"
"/sites/FinanceDepartment/CCReceiptsInet","Shortcut Unique Id","_ShortcutUniqueId","Guid"
"/sites/FinanceDepartment/CCReceiptsInet","Trigger Flow Info","TriggerFlowInfo","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Document ID Value","_dlc_DocId","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Document ID","_dlc_DocIdUrl","URL"
"/sites/FinanceDepartment/CCReceiptsInet","Persist ID","_dlc_DocIdPersistId","Boolean"
"/sites/FinanceDepartment/CCReceiptsInet","ChargeDate","ChargeDate","DateTime"
"/sites/FinanceDepartment/CCReceiptsInet","ChargeVendor","ChargeVendor","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Status","Status","Choice"
"/sites/FinanceDepartment/CCReceiptsInet","ReturnReason","ReturnReason","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Description","Description0","Text"
"/sites/FinanceDepartment/CCReceiptsInet","TravelingEmployee","TravelingEmployee","User"
"/sites/FinanceDepartment/CCReceiptsInet","Coding Exception","CodingException","Text"
"/sites/FinanceDepartment/CCReceiptsInet","PO Number","PONumber","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Persist ID","Persist_x0020_ID","Boolean"
"/sites/FinanceDepartment/CCReceiptsInet","DescriptionBlank","Description","Note"
"/sites/FinanceDepartment/CCReceiptsInet","Form Data","FormData","Note"
"/sites/FinanceDepartment/CCReceiptsInet","Created","Created","DateTime"
"/sites/FinanceDepartment/CCReceiptsInet","Modified","Modified","DateTime"
"/sites/FinanceDepartment/CCReceiptsInet","BudgetCode","BudgetCode","LookupMulti"
"/sites/FinanceDepartment/CCReceiptsInet","MediaServiceMetadata","MediaServiceMetadata","Note"
"/sites/FinanceDepartment/CCReceiptsInet","MediaServiceFastMetadata","MediaServiceFastMetadata","Note"
"/sites/FinanceDepartment/CCReceiptsInet","CCSPortalFormKey","CCSPortalFormKey","Text"
"/sites/FinanceDepartment/CCReceiptsInet","CCSUniqueGuid","CCSUniqueGuid","Text"
"/sites/FinanceDepartment/CCReceiptsInet","CCSFormData","CCSFormData","Note"
"/sites/FinanceDepartment/CCReceiptsInet","ChargeAmount","ChargeAmount1","Currency"
"/sites/FinanceDepartment/CCReceiptsInet","CCNumLookup","CCNumLookup","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","CCNumber","CCNumber","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Entered By","EnteredBy","User"
"/sites/FinanceDepartment/CCReceiptsInet","Check Run Date","CheckRunDate","DateTime"
"/sites/FinanceDepartment/CCReceiptsInet","TravelRelated","TravelRelated","Choice"
"/sites/FinanceDepartment/CCReceiptsInet","CCSOriginalCreatedDate","CCSOriginalCreatedDate","DateTime"
"/sites/FinanceDepartment/CCReceiptsInet","ccsOriginalItemID","ccsOriginalItemID","Text"
"/sites/FinanceDepartment/CCReceiptsInet","AssocTrip","AssTrip","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Check Run Date","Check_x0020_Run_x0020_Date","DateTime"
"/sites/FinanceDepartment/CCReceiptsInet","ApprovedTrip","ApprovedTrip","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","BucketFolder","BucketFolder","Text"
"/sites/FinanceDepartment/CCReceiptsInet","ApprovedTripForFiltering","ApprovedTripForFiltering","Text"
"/sites/FinanceDepartment/CCReceiptsInet","left","left","Text"
"/sites/FinanceDepartment/CCReceiptsInet","right","right","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Desc","Desc","Text"
"/sites/FinanceDepartment/CCReceiptsInet","ccsUnMappedColumnData","ccsUnMappedColumnData","Note"
"/sites/FinanceDepartment/CCReceiptsInet","Month","Month","Calculated"
"/sites/FinanceDepartment/CCReceiptsInet","Year","Year","Calculated"
"/sites/FinanceDepartment/CCReceiptsInet","StartMonth","StartMonth","Calculated"
"/sites/FinanceDepartment/CCReceiptsInet","EndMonth","EndMonth","Calculated"
"/sites/FinanceDepartment/CCReceiptsInet","ChargeVendor","ChargeVendor1","Text"
"/sites/FinanceDepartment/CCReceiptsInet","CCNumber","CCNumber1","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Month","Month0","Choice"
"/sites/FinanceDepartment/CCReceiptsInet","Year","Year0","Number"
"/sites/FinanceDepartment/CCReceiptsInet","Shared With","SharedWithUsers","UserMulti"
"/sites/FinanceDepartment/CCReceiptsInet","Shared With Details","SharedWithDetails","Note"
"/sites/FinanceDepartment/CCReceiptsInet","AssocTrip","AssocTrip","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","ID","ID","Counter"
"/sites/FinanceDepartment/CCReceiptsInet","Content Type","ContentType","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Created By","Author","User"
"/sites/FinanceDepartment/CCReceiptsInet","Modified By","Editor","User"
"/sites/FinanceDepartment/CCReceiptsInet","Has Copy Destinations","_HasCopyDestinations","Boolean"
"/sites/FinanceDepartment/CCReceiptsInet","Copy Source","_CopySource","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Approval Status","_ModerationStatus","ModStat"
"/sites/FinanceDepartment/CCReceiptsInet","URL Path","FileRef","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Path","FileDirRef","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Modified","Last_x0020_Modified","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Created","Created_x0020_Date","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","File Size","File_x0020_Size","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Item Type","FSObjType","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Sort Type","SortBehavior","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Effective Permissions Mask","PermMask","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Principal Count","PrincipalCount","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","ID of the User who has the item Checked Out","CheckedOutUserId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Is Checked out to local","IsCheckedoutToLocal","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Checked Out To","CheckoutUser","User"
"/sites/FinanceDepartment/CCReceiptsInet","Unique Id","UniqueId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Document Parent Identifier","ParentUniqueId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Client Id","SyncClientId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","ProgId","ProgId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","ScopeId","ScopeId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Virus Status","VirusStatus","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Checked Out To","CheckedOutTitle","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Check In Comment","_CheckinComment","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Checked Out To","LinkCheckedOutTitle","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Edit Menu Table Start","_EditMenuTableStart","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Edit Menu Table Start","_EditMenuTableStart2","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Edit Menu Table End","_EditMenuTableEnd","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Name","LinkFilenameNoMenu","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Name","LinkFilename","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Name","LinkFilename2","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Type","DocIcon","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Server Relative URL","ServerUrl","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Encoded Absolute URL","EncodedAbsUrl","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Name","BaseName","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","File Size","FileSizeDisplay","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Property Bag","MetaInfo","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Level","_Level","Integer"
"/sites/FinanceDepartment/CCReceiptsInet","Is Current Version","_IsCurrentVersion","Boolean"
"/sites/FinanceDepartment/CCReceiptsInet","Item Child Count","ItemChildCount","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Folder Child Count","FolderChildCount","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Restricted","Restricted","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Originator Id","OriginatorId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","NoExecute","NoExecute","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Content Version","ContentVersion","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Label setting","_ComplianceFlags","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Retention label","_ComplianceTag","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Retention label Applied","_ComplianceTagWrittenTime","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Label applied by","_ComplianceTagUserId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Item is a Record","_IsRecord","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","BLOB Sequence Number","BSN","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","List Schema Version","_ListSchemaVersion","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Dirty","_Dirty","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Parsable","_Parsable","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","StubFile","_StubFile","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","HasEncryptedContent","_HasEncryptedContent","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","HasUserDefinedProtection","_HasUserDefinedProtection","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Access Policy","AccessPolicy","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","VirusStatus","_VirusStatus","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","VirusVendorID","_VirusVendorID","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","VirusInfo","_VirusInfo","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Comment settings","_CommentFlags","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Comment count","_CommentCount","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Like count","_LikeCount","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Rights Management Template Id","_RmsTemplateId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Sensitivity Label Id","_IpLabelId","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Sensitivity","_DisplayName","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Sensitivity Label Assignment Method","_IpLabelAssignmentMethod","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","A2OD Mount Count","A2ODMountCount","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Expiration Date","_ExpirationDate","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","IpLabelHash","_IpLabelHash","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","IpLabelPromotionCtagVersion","_IpLabelPromotionCtagVersion","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","App Created By","AppAuthor","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","App Modified By","AppEditor","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Total Size","SMTotalSize","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Last Modified Date","SMLastModifiedDate","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Total File Stream Size","SMTotalFileStreamSize","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Total File Count","SMTotalFileCount","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Select","SelectTitle","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Select","SelectFilename","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Edit","Edit","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","owshiddenversion","owshiddenversion","Integer"
"/sites/FinanceDepartment/CCReceiptsInet","UI Version","_UIVersion","Integer"
"/sites/FinanceDepartment/CCReceiptsInet","Version","_UIVersionString","Text"
"/sites/FinanceDepartment/CCReceiptsInet","Instance ID","InstanceID","Integer"
"/sites/FinanceDepartment/CCReceiptsInet","Order","Order","Number"
"/sites/FinanceDepartment/CCReceiptsInet","GUID","GUID","Guid"
"/sites/FinanceDepartment/CCReceiptsInet","Workflow Version","WorkflowVersion","Integer"
"/sites/FinanceDepartment/CCReceiptsInet","Workflow Instance ID","WorkflowInstanceID","Guid"
"/sites/FinanceDepartment/CCReceiptsInet","Source Version (Converted Document)","ParentVersionString","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Source Name (Converted Document)","ParentLeafName","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Document Concurrency Number","DocConcurrencyNumber","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Document Stream Hash","StreamHash","Lookup"
"/sites/FinanceDepartment/CCReceiptsInet","Merge","Combine","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Relink","RepairDocument","Computed"
"/sites/FinanceDepartment/CCReceiptsInet","Actions Disabled by Policy","PolicyDisabledUICapabilities","Computed"
"/sites/FinanceDepartment/CCRecWF2019","Content Type ID","ContentTypeId","ContentTypeId"
"/sites/FinanceDepartment/CCRecWF2019","Approver Comments","_ModerationComments","Note"
