"Scope","Title","InternalName","TypeAsString"
"/sites/FinanceDepartment/941ReportsDocs","ID","ID","Counter"
"/sites/FinanceDepartment/941ReportsDocs","Content Type ID","ContentTypeId","ContentTypeId"
"/sites/FinanceDepartment/941ReportsDocs","Content Type","ContentType","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Created","Created","DateTime"
"/sites/FinanceDepartment/941ReportsDocs","Created By","Author","User"
"/sites/FinanceDepartment/941ReportsDocs","Modified","Modified","DateTime"
"/sites/FinanceDepartment/941ReportsDocs","Modified By","Editor","User"
"/sites/FinanceDepartment/941ReportsDocs","Has Copy Destinations","_HasCopyDestinations","Boolean"
"/sites/FinanceDepartment/941ReportsDocs","Copy Source","_CopySource","Text"
"/sites/FinanceDepartment/941ReportsDocs","Approval Status","_ModerationStatus","ModStat"
"/sites/FinanceDepartment/941ReportsDocs","Approver Comments","_ModerationComments","Note"
"/sites/FinanceDepartment/941ReportsDocs","URL Path","FileRef","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Path","FileDirRef","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Modified","Last_x0020_Modified","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Created","Created_x0020_Date","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","File Size","File_x0020_Size","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Item Type","FSObjType","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Sort Type","SortBehavior","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Effective Permissions Mask","PermMask","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Principal Count","PrincipalCount","Computed"
"/sites/FinanceDepartment/941ReportsDocs","ID of the User who has the item Checked Out","CheckedOutUserId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Is Checked out to local","IsCheckedoutToLocal","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Checked Out To","CheckoutUser","User"
"/sites/FinanceDepartment/941ReportsDocs","Name","FileLeafRef","File"
"/sites/FinanceDepartment/941ReportsDocs","Unique Id","UniqueId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Document Parent Identifier","ParentUniqueId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Client Id","SyncClientId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","ProgId","ProgId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","ScopeId","ScopeId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Virus Status","VirusStatus","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Checked Out To","CheckedOutTitle","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Check In Comment","_CheckinComment","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Checked Out To","LinkCheckedOutTitle","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Document Modified By","Modified_x0020_By","Text"
"/sites/FinanceDepartment/941ReportsDocs","Document Created By","Created_x0020_By","Text"
"/sites/FinanceDepartment/941ReportsDocs","File Type","File_x0020_Type","Text"
"/sites/FinanceDepartment/941ReportsDocs","HTML File Type","HTML_x0020_File_x0020_Type","Text"
"/sites/FinanceDepartment/941ReportsDocs","Source URL","_SourceUrl","Text"
"/sites/FinanceDepartment/941ReportsDocs","Shared File Index","_SharedFileIndex","Text"
"/sites/FinanceDepartment/941ReportsDocs","Edit Menu Table Start","_EditMenuTableStart","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Edit Menu Table Start","_EditMenuTableStart2","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Edit Menu Table End","_EditMenuTableEnd","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Name","LinkFilenameNoMenu","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Name","LinkFilename","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Name","LinkFilename2","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Type","DocIcon","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Server Relative URL","ServerUrl","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Encoded Absolute URL","EncodedAbsUrl","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Name","BaseName","Computed"
"/sites/FinanceDepartment/941ReportsDocs","File Size","FileSizeDisplay","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Property Bag","MetaInfo","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Level","_Level","Integer"
"/sites/FinanceDepartment/941ReportsDocs","Is Current Version","_IsCurrentVersion","Boolean"
"/sites/FinanceDepartment/941ReportsDocs","Item Child Count","ItemChildCount","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Folder Child Count","FolderChildCount","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Restricted","Restricted","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Originator Id","OriginatorId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","NoExecute","NoExecute","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Content Version","ContentVersion","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Label setting","_ComplianceFlags","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Retention label","_ComplianceTag","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Retention label Applied","_ComplianceTagWrittenTime","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Label applied by","_ComplianceTagUserId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Item is a Record","_IsRecord","Computed"
"/sites/FinanceDepartment/941ReportsDocs","BLOB Sequence Number","BSN","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","List Schema Version","_ListSchemaVersion","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Dirty","_Dirty","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Parsable","_Parsable","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","StubFile","_StubFile","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","HasEncryptedContent","_HasEncryptedContent","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","HasUserDefinedProtection","_HasUserDefinedProtection","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Access Policy","AccessPolicy","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","VirusStatus","_VirusStatus","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","VirusVendorID","_VirusVendorID","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","VirusInfo","_VirusInfo","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Comment settings","_CommentFlags","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Comment count","_CommentCount","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Like count","_LikeCount","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Rights Management Template Id","_RmsTemplateId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Sensitivity Label Id","_IpLabelId","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Sensitivity","_DisplayName","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Sensitivity Label Assignment Method","_IpLabelAssignmentMethod","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","A2OD Mount Count","A2ODMountCount","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Expiration Date","_ExpirationDate","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","IpLabelHash","_IpLabelHash","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","IpLabelPromotionCtagVersion","_IpLabelPromotionCtagVersion","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","App Created By","AppAuthor","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","App Modified By","AppEditor","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Total Size","SMTotalSize","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Last Modified Date","SMLastModifiedDate","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Total File Stream Size","SMTotalFileStreamSize","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Total File Count","SMTotalFileCount","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Select","SelectTitle","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Select","SelectFilename","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Edit","Edit","Computed"
"/sites/FinanceDepartment/941ReportsDocs","owshiddenversion","owshiddenversion","Integer"
"/sites/FinanceDepartment/941ReportsDocs","UI Version","_UIVersion","Integer"
"/sites/FinanceDepartment/941ReportsDocs","Version","_UIVersionString","Text"
"/sites/FinanceDepartment/941ReportsDocs","Instance ID","InstanceID","Integer"
"/sites/FinanceDepartment/941ReportsDocs","Order","Order","Number"
"/sites/FinanceDepartment/941ReportsDocs","GUID","GUID","Guid"
"/sites/FinanceDepartment/941ReportsDocs","Workflow Version","WorkflowVersion","Integer"
"/sites/FinanceDepartment/941ReportsDocs","Workflow Instance ID","WorkflowInstanceID","Guid"
"/sites/FinanceDepartment/941ReportsDocs","Source Version (Converted Document)","ParentVersionString","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Source Name (Converted Document)","ParentLeafName","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Document Concurrency Number","DocConcurrencyNumber","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Document Stream Hash","StreamHash","Lookup"
"/sites/FinanceDepartment/941ReportsDocs","Compliance Asset Id","ComplianceAssetId","Text"
"/sites/FinanceDepartment/941ReportsDocs","Title","Title","Text"
"/sites/FinanceDepartment/941ReportsDocs","Template Link","TemplateUrl","Text"
"/sites/FinanceDepartment/941ReportsDocs","HTML File Link","xd_ProgID","Text"
"/sites/FinanceDepartment/941ReportsDocs","Is Signed","xd_Signature","Boolean"
"/sites/FinanceDepartment/941ReportsDocs","Merge","Combine","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Relink","RepairDocument","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Actions Disabled by Policy","PolicyDisabledUICapabilities","Computed"
"/sites/FinanceDepartment/941ReportsDocs","Shortcut URL","_ShortcutUrl","URL"
"/sites/FinanceDepartment/941ReportsDocs","Shortcut Site Id","_ShortcutSiteId","Guid"
"/sites/FinanceDepartment/941ReportsDocs","Shortcut Web Id","_ShortcutWebId","Guid"
"/sites/FinanceDepartment/941ReportsDocs","Shortcut Unique Id","_ShortcutUniqueId","Guid"
"/sites/FinanceDepartment/941ReportsDocs","Description","_ExtendedDescription","Note"
"/sites/FinanceDepartment/941ReportsDocs","Trigger Flow Info","TriggerFlowInfo","Text"
"/sites/FinanceDepartment/APDocuments","ID","ID","Counter"
"/sites/FinanceDepartment/APDocuments","Content Type ID","ContentTypeId","ContentTypeId"
"/sites/FinanceDepartment/APDocuments","Content Type","ContentType","Computed"
"/sites/FinanceDepartment/APDocuments","Created","Created","DateTime"
"/sites/FinanceDepartment/APDocuments","Created By","Author","User"
"/sites/FinanceDepartment/APDocuments","Modified","Modified","DateTime"
"/sites/FinanceDepartment/APDocuments","Modified By","Editor","User"
"/sites/FinanceDepartment/APDocuments","Has Copy Destinations","_HasCopyDestinations","Boolean"
"/sites/FinanceDepartment/APDocuments","Copy Source","_CopySource","Text"
"/sites/FinanceDepartment/APDocuments","Approval Status","_ModerationStatus","ModStat"
"/sites/FinanceDepartment/APDocuments","Approver Comments","_ModerationComments","Note"
"/sites/FinanceDepartment/APDocuments","URL Path","FileRef","Lookup"
"/sites/FinanceDepartment/APDocuments","Path","FileDirRef","Lookup"
"/sites/FinanceDepartment/APDocuments","Modified","Last_x0020_Modified","Lookup"
"/sites/FinanceDepartment/APDocuments","Created","Created_x0020_Date","Lookup"
"/sites/FinanceDepartment/APDocuments","File Size","File_x0020_Size","Lookup"
"/sites/FinanceDepartment/APDocuments","Item Type","FSObjType","Lookup"
"/sites/FinanceDepartment/APDocuments","Sort Type","SortBehavior","Lookup"
"/sites/FinanceDepartment/APDocuments","Effective Permissions Mask","PermMask","Computed"
"/sites/FinanceDepartment/APDocuments","Principal Count","PrincipalCount","Computed"
"/sites/FinanceDepartment/APDocuments","ID of the User who has the item Checked Out","CheckedOutUserId","Lookup"
"/sites/FinanceDepartment/APDocuments","Is Checked out to local","IsCheckedoutToLocal","Lookup"
"/sites/FinanceDepartment/APDocuments","Checked Out To","CheckoutUser","User"
"/sites/FinanceDepartment/APDocuments","Name","FileLeafRef","File"
"/sites/FinanceDepartment/APDocuments","Unique Id","UniqueId","Lookup"
"/sites/FinanceDepartment/APDocuments","Document Parent Identifier","ParentUniqueId","Lookup"
"/sites/FinanceDepartment/APDocuments","Client Id","SyncClientId","Lookup"
"/sites/FinanceDepartment/APDocuments","ProgId","ProgId","Lookup"
"/sites/FinanceDepartment/APDocuments","ScopeId","ScopeId","Lookup"
"/sites/FinanceDepartment/APDocuments","Virus Status","VirusStatus","Lookup"
"/sites/FinanceDepartment/APDocuments","Checked Out To","CheckedOutTitle","Lookup"
"/sites/FinanceDepartment/APDocuments","Check In Comment","_CheckinComment","Lookup"
"/sites/FinanceDepartment/APDocuments","Checked Out To","LinkCheckedOutTitle","Computed"
"/sites/FinanceDepartment/APDocuments","Document Modified By","Modified_x0020_By","Text"
"/sites/FinanceDepartment/APDocuments","Document Created By","Created_x0020_By","Text"
"/sites/FinanceDepartment/APDocuments","File Type","File_x0020_Type","Text"
"/sites/FinanceDepartment/APDocuments","HTML File Type","HTML_x0020_File_x0020_Type","Text"
"/sites/FinanceDepartment/APDocuments","Source URL","_SourceUrl","Text"
"/sites/FinanceDepartment/APDocuments","Shared File Index","_SharedFileIndex","Text"
"/sites/FinanceDepartment/APDocuments","Edit Menu Table Start","_EditMenuTableStart","Computed"
"/sites/FinanceDepartment/APDocuments","Edit Menu Table Start","_EditMenuTableStart2","Computed"
"/sites/FinanceDepartment/APDocuments","Edit Menu Table End","_EditMenuTableEnd","Computed"
"/sites/FinanceDepartment/APDocuments","Name","LinkFilenameNoMenu","Computed"
"/sites/FinanceDepartment/APDocuments","Name","LinkFilename","Computed"
"/sites/FinanceDepartment/APDocuments","Name","LinkFilename2","Computed"
"/sites/FinanceDepartment/APDocuments","Type","DocIcon","Computed"
"/sites/FinanceDepartment/APDocuments","Server Relative URL","ServerUrl","Computed"
"/sites/FinanceDepartment/APDocuments","Encoded Absolute URL","EncodedAbsUrl","Computed"
"/sites/FinanceDepartment/APDocuments","Name","BaseName","Computed"
"/sites/FinanceDepartment/APDocuments","File Size","FileSizeDisplay","Computed"
"/sites/FinanceDepartment/APDocuments","Property Bag","MetaInfo","Lookup"
"/sites/FinanceDepartment/APDocuments","Level","_Level","Integer"
"/sites/FinanceDepartment/APDocuments","Is Current Version","_IsCurrentVersion","Boolean"
"/sites/FinanceDepartment/APDocuments","Item Child Count","ItemChildCount","Lookup"
"/sites/FinanceDepartment/APDocuments","Folder Child Count","FolderChildCount","Lookup"
"/sites/FinanceDepartment/APDocuments","Restricted","Restricted","Lookup"
"/sites/FinanceDepartment/APDocuments","Originator Id","OriginatorId","Lookup"
"/sites/FinanceDepartment/APDocuments","NoExecute","NoExecute","Lookup"
"/sites/FinanceDepartment/APDocuments","Content Version","ContentVersion","Lookup"
"/sites/FinanceDepartment/APDocuments","Label setting","_ComplianceFlags","Lookup"
"/sites/FinanceDepartment/APDocuments","Retention label","_ComplianceTag","Lookup"
"/sites/FinanceDepartment/APDocuments","Retention label Applied","_ComplianceTagWrittenTime","Lookup"
"/sites/FinanceDepartment/APDocuments","Label applied by","_ComplianceTagUserId","Lookup"
"/sites/FinanceDepartment/APDocuments","Item is a Record","_IsRecord","Computed"
"/sites/FinanceDepartment/APDocuments","BLOB Sequence Number","BSN","Lookup"
"/sites/FinanceDepartment/APDocuments","List Schema Version","_ListSchemaVersion","Lookup"
"/sites/FinanceDepartment/APDocuments","Dirty","_Dirty","Lookup"
"/sites/FinanceDepartment/APDocuments","Parsable","_Parsable","Lookup"
"/sites/FinanceDepartment/APDocuments","StubFile","_StubFile","Lookup"
"/sites/FinanceDepartment/APDocuments","HasEncryptedContent","_HasEncryptedContent","Lookup"
"/sites/FinanceDepartment/APDocuments","HasUserDefinedProtection","_HasUserDefinedProtection","Lookup"
"/sites/FinanceDepartment/APDocuments","Access Policy","AccessPolicy","Lookup"
"/sites/FinanceDepartment/APDocuments","VirusStatus","_VirusStatus","Lookup"
"/sites/FinanceDepartment/APDocuments","VirusVendorID","_VirusVendorID","Lookup"
"/sites/FinanceDepartment/APDocuments","VirusInfo","_VirusInfo","Lookup"
"/sites/FinanceDepartment/APDocuments","Comment settings","_CommentFlags","Lookup"
"/sites/FinanceDepartment/APDocuments","Comment count","_CommentCount","Lookup"
"/sites/FinanceDepartment/APDocuments","Like count","_LikeCount","Lookup"
"/sites/FinanceDepartment/APDocuments","Rights Management Template Id","_RmsTemplateId","Lookup"
"/sites/FinanceDepartment/APDocuments","Sensitivity Label Id","_IpLabelId","Lookup"
"/sites/FinanceDepartment/APDocuments","Sensitivity","_DisplayName","Lookup"
"/sites/FinanceDepartment/APDocuments","Sensitivity Label Assignment Method","_IpLabelAssignmentMethod","Lookup"
"/sites/FinanceDepartment/APDocuments","A2OD Mount Count","A2ODMountCount","Lookup"
"/sites/FinanceDepartment/APDocuments","Expiration Date","_ExpirationDate","Lookup"
"/sites/FinanceDepartment/APDocuments","IpLabelHash","_IpLabelHash","Lookup"
"/sites/FinanceDepartment/APDocuments","IpLabelPromotionCtagVersion","_IpLabelPromotionCtagVersion","Lookup"
"/sites/FinanceDepartment/APDocuments","App Created By","AppAuthor","Lookup"
"/sites/FinanceDepartment/APDocuments","App Modified By","AppEditor","Lookup"
"/sites/FinanceDepartment/APDocuments","Total Size","SMTotalSize","Lookup"
"/sites/FinanceDepartment/APDocuments","Last Modified Date","SMLastModifiedDate","Lookup"
"/sites/FinanceDepartment/APDocuments","Total File Stream Size","SMTotalFileStreamSize","Lookup"
"/sites/FinanceDepartment/APDocuments","Total File Count","SMTotalFileCount","Lookup"
"/sites/FinanceDepartment/APDocuments","Select","SelectTitle","Computed"
"/sites/FinanceDepartment/APDocuments","Select","SelectFilename","Computed"
"/sites/FinanceDepartment/APDocuments","Edit","Edit","Computed"
"/sites/FinanceDepartment/APDocuments","owshiddenversion","owshiddenversion","Integer"
"/sites/FinanceDepartment/APDocuments","UI Version","_UIVersion","Integer"
"/sites/FinanceDepartment/APDocuments","Version","_UIVersionString","Text"
"/sites/FinanceDepartment/APDocuments","Instance ID","InstanceID","Integer"
"/sites/FinanceDepartment/APDocuments","Order","Order","Number"
"/sites/FinanceDepartment/APDocuments","GUID","GUID","Guid"
"/sites/FinanceDepartment/APDocuments","Workflow Version","WorkflowVersion","Integer"
"/sites/FinanceDepartment/APDocuments","Workflow Instance ID","WorkflowInstanceID","Guid"
"/sites/FinanceDepartment/APDocuments","Source Version (Converted Document)","ParentVersionString","Lookup"
"/sites/FinanceDepartment/APDocuments","Source Name (Converted Document)","ParentLeafName","Lookup"
"/sites/FinanceDepartment/APDocuments","Document Concurrency Number","DocConcurrencyNumber","Lookup"
"/sites/FinanceDepartment/APDocuments","Document Stream Hash","StreamHash","Lookup"
"/sites/FinanceDepartment/APDocuments","Compliance Asset Id","ComplianceAssetId","Text"
"/sites/FinanceDepartment/APDocuments","Title","Title","Text"
"/sites/FinanceDepartment/APDocuments","Template Link","TemplateUrl","Text"
"/sites/FinanceDepartment/APDocuments","HTML File Link","xd_ProgID","Text"
"/sites/FinanceDepartment/APDocuments","Is Signed","xd_Signature","Boolean"
"/sites/FinanceDepartment/APDocuments","Merge","Combine","Computed"
"/sites/FinanceDepartment/APDocuments","Relink","RepairDocument","Computed"
"/sites/FinanceDepartment/APDocuments","Actions Disabled by Policy","PolicyDisabledUICapabilities","Computed"
"/sites/FinanceDepartment/APDocuments","Shortcut URL","_ShortcutUrl","URL"
"/sites/FinanceDepartment/APDocuments","Shortcut Site Id","_ShortcutSiteId","Guid"
"/sites/FinanceDepartment/APDocuments","Shortcut Web Id","_ShortcutWebId","Guid"
"/sites/FinanceDepartment/APDocuments","Shortcut Unique Id","_ShortcutUniqueId","Guid"
"/sites/FinanceDepartment/APDocuments","Description","_ExtendedDescription","Note"
"/sites/FinanceDepartment/APDocuments","Trigger Flow Info","TriggerFlowInfo","Text"
"/sites/FinanceDepartment/ARDocs","ID","ID","Counter"
"/sites/FinanceDepartment/ARDocs","Content Type ID","ContentTypeId","ContentTypeId"
"/sites/FinanceDepartment/ARDocs","Content Type","ContentType","Computed"
"/sites/FinanceDepartment/ARDocs","Created","Created","DateTime"
"/sites/FinanceDepartment/ARDocs","Created By","Author","User"
"/sites/FinanceDepartment/ARDocs","Modified","Modified","DateTime"
"/sites/FinanceDepartment/ARDocs","Modified By","Editor","User"
"/sites/FinanceDepartment/ARDocs","Has Copy Destinations","_HasCopyDestinations","Boolean"
"/sites/FinanceDepartment/ARDocs","Copy Source","_CopySource","Text"
"/sites/FinanceDepartment/ARDocs","Approval Status","_ModerationStatus","ModStat"
"/sites/FinanceDepartment/ARDocs","Approver Comments","_ModerationComments","Note"
"/sites/FinanceDepartment/ARDocs","URL Path","FileRef","Lookup"
"/sites/FinanceDepartment/ARDocs","Path","FileDirRef","Lookup"
"/sites/FinanceDepartment/ARDocs","Modified","Last_x0020_Modified","Lookup"
"/sites/FinanceDepartment/ARDocs","Created","Created_x0020_Date","Lookup"
"/sites/FinanceDepartment/ARDocs","File Size","File_x0020_Size","Lookup"
"/sites/FinanceDepartment/ARDocs","Item Type","FSObjType","Lookup"
"/sites/FinanceDepartment/ARDocs","Sort Type","SortBehavior","Lookup"
"/sites/FinanceDepartment/ARDocs","Effective Permissions Mask","PermMask","Computed"
"/sites/FinanceDepartment/ARDocs","Principal Count","PrincipalCount","Computed"
"/sites/FinanceDepartment/ARDocs","ID of the User who has the item Checked Out","CheckedOutUserId","Lookup"
"/sites/FinanceDepartment/ARDocs","Is Checked out to local","IsCheckedoutToLocal","Lookup"
"/sites/FinanceDepartment/ARDocs","Checked Out To","CheckoutUser","User"
"/sites/FinanceDepartment/ARDocs","Name","FileLeafRef","File"
"/sites/FinanceDepartment/ARDocs","Unique Id","UniqueId","Lookup"
"/sites/FinanceDepartment/ARDocs","Document Parent Identifier","ParentUniqueId","Lookup"
"/sites/FinanceDepartment/ARDocs","Client Id","SyncClientId","Lookup"
"/sites/FinanceDepartment/ARDocs","ProgId","ProgId","Lookup"
"/sites/FinanceDepartment/ARDocs","ScopeId","ScopeId","Lookup"
"/sites/FinanceDepartment/ARDocs","Virus Status","VirusStatus","Lookup"
"/sites/FinanceDepartment/ARDocs","Checked Out To","CheckedOutTitle","Lookup"
"/sites/FinanceDepartment/ARDocs","Check In Comment","_CheckinComment","Lookup"
"/sites/FinanceDepartment/ARDocs","Checked Out To","LinkCheckedOutTitle","Computed"
"/sites/FinanceDepartment/ARDocs","Document Modified By","Modified_x0020_By","Text"
"/sites/FinanceDepartment/ARDocs","Document Created By","Created_x0020_By","Text"
"/sites/FinanceDepartment/ARDocs","File Type","File_x0020_Type","Text"
"/sites/FinanceDepartment/ARDocs","HTML File Type","HTML_x0020_File_x0020_Type","Text"
"/sites/FinanceDepartment/ARDocs","Source URL","_SourceUrl","Text"
"/sites/FinanceDepartment/ARDocs","Shared File Index","_SharedFileIndex","Text"
"/sites/FinanceDepartment/ARDocs","Edit Menu Table Start","_EditMenuTableStart","Computed"
"/sites/FinanceDepartment/ARDocs","Edit Menu Table Start","_EditMenuTableStart2","Computed"
"/sites/FinanceDepartment/ARDocs","Edit Menu Table End","_EditMenuTableEnd","Computed"
"/sites/FinanceDepartment/ARDocs","Name","LinkFilenameNoMenu","Computed"
"/sites/FinanceDepartment/ARDocs","Name","LinkFilename","Computed"
"/sites/FinanceDepartment/ARDocs","Name","LinkFilename2","Computed"
"/sites/FinanceDepartment/ARDocs","Type","DocIcon","Computed"
"/sites/FinanceDepartment/ARDocs","Server Relative URL","ServerUrl","Computed"
"/sites/FinanceDepartment/ARDocs","Encoded Absolute URL","EncodedAbsUrl","Computed"
"/sites/FinanceDepartment/ARDocs","Name","BaseName","Computed"
"/sites/FinanceDepartment/ARDocs","File Size","FileSizeDisplay","Computed"
"/sites/FinanceDepartment/ARDocs","Property Bag","MetaInfo","Lookup"
"/sites/FinanceDepartment/ARDocs","Level","_Level","Integer"
"/sites/FinanceDepartment/ARDocs","Is Current Version","_IsCurrentVersion","Boolean"
"/sites/FinanceDepartment/ARDocs","Item Child Count","ItemChildCount","Lookup"
"/sites/FinanceDepartment/ARDocs","Folder Child Count","FolderChildCount","Lookup"
"/sites/FinanceDepartment/ARDocs","Restricted","Restricted","Lookup"
"/sites/FinanceDepartment/ARDocs","Originator Id","OriginatorId","Lookup"
"/sites/FinanceDepartment/ARDocs","NoExecute","NoExecute","Lookup"
"/sites/FinanceDepartment/ARDocs","Content Version","ContentVersion","Lookup"
"/sites/FinanceDepartment/ARDocs","Label setting","_ComplianceFlags","Lookup"
"/sites/FinanceDepartment/ARDocs","Retention label","_ComplianceTag","Lookup"
"/sites/FinanceDepartment/ARDocs","Retention label Applied","_ComplianceTagWrittenTime","Lookup"
"/sites/FinanceDepartment/ARDocs","Label applied by","_ComplianceTagUserId","Lookup"
"/sites/FinanceDepartment/ARDocs","Item is a Record","_IsRecord","Computed"
"/sites/FinanceDepartment/ARDocs","BLOB Sequence Number","BSN","Lookup"
"/sites/FinanceDepartment/ARDocs","List Schema Version","_ListSchemaVersion","Lookup"
"/sites/FinanceDepartment/ARDocs","Dirty","_Dirty","Lookup"
"/sites/FinanceDepartment/ARDocs","Parsable","_Parsable","Lookup"
"/sites/FinanceDepartment/ARDocs","StubFile","_StubFile","Lookup"
"/sites/FinanceDepartment/ARDocs","HasEncryptedContent","_HasEncryptedContent","Lookup"
"/sites/FinanceDepartment/ARDocs","HasUserDefinedProtection","_HasUserDefinedProtection","Lookup"
"/sites/FinanceDepartment/ARDocs","Access Policy","AccessPolicy","Lookup"
"/sites/FinanceDepartment/ARDocs","VirusStatus","_VirusStatus","Lookup"
"/sites/FinanceDepartment/ARDocs","VirusVendorID","_VirusVendorID","Lookup"
"/sites/FinanceDepartment/ARDocs","VirusInfo","_VirusInfo","Lookup"
"/sites/FinanceDepartment/ARDocs","Comment settings","_CommentFlags","Lookup"
"/sites/FinanceDepartment/ARDocs","Comment count","_CommentCount","Lookup"
"/sites/FinanceDepartment/ARDocs","Like count","_LikeCount","Lookup"
"/sites/FinanceDepartment/ARDocs","Rights Management Template Id","_RmsTemplateId","Lookup"
"/sites/FinanceDepartment/ARDocs","Sensitivity Label Id","_IpLabelId","Lookup"
"/sites/FinanceDepartment/ARDocs","Sensitivity","_DisplayName","Lookup"
"/sites/FinanceDepartment/ARDocs","Sensitivity Label Assignment Method","_IpLabelAssignmentMethod","Lookup"
"/sites/FinanceDepartment/ARDocs","A2OD Mount Count","A2ODMountCount","Lookup"
"/sites/FinanceDepartment/ARDocs","Expiration Date","_ExpirationDate","Lookup"
"/sites/FinanceDepartment/ARDocs","IpLabelHash","_IpLabelHash","Lookup"
"/sites/FinanceDepartment/ARDocs","IpLabelPromotionCtagVersion","_IpLabelPromotionCtagVersion","Lookup"
"/sites/FinanceDepartment/ARDocs","App Created By","AppAuthor","Lookup"
"/sites/FinanceDepartment/ARDocs","App Modified By","AppEditor","Lookup"
"/sites/FinanceDepartment/ARDocs","Total Size","SMTotalSize","Lookup"
"/sites/FinanceDepartment/ARDocs","Last Modified Date","SMLastModifiedDate","Lookup"
"/sites/FinanceDepartment/ARDocs","Total File Stream Size","SMTotalFileStreamSize","Lookup"
"/sites/FinanceDepartment/ARDocs","Total File Count","SMTotalFileCount","Lookup"
"/sites/FinanceDepartment/ARDocs","Select","SelectTitle","Computed"
"/sites/FinanceDepartment/ARDocs","Select","SelectFilename","Computed"
